GeneID	inverted	FS-FI	FS-FI.18	FS-FI.25	FS-FI.int	FS-MS	FS-MS.18	FS-MS.25	FS-MS.int	MS-FI	MS-FI.18	MS-FI.25	MS-FI.int	T18-25
e(y)1	Std	0.857844227	0.92364588	0.689309243	0.670897691	0.689309243	0.625159675	0.93643239	0.713113558	0.596288823	0.692830483	0.635753769	0.954917712	3.76E-05
e(y)2	Std	0.771078104	0.900788953	0.718859601	0.849588051	0.718859601	0.935868627	0.461581659	0.584224688	0.44017329	0.837391271	0.280933259	0.463187068	0.000164498
E(z)	Std	0.223968226	0.049741455	0.992026742	0.082765649	0.992026742	0.242762344	0.542087392	0.123545517	0.387085461	0.41324423	0.549696055	0.844585228	0.003338893
CG17716	Std	0.789225638	0.718390735	0.932500646	0.818900404	0.932500646	0.136795403	0.982377985	0.203858877	0.51218651	0.250516607	0.951444106	0.299873211	0.056002359
Fas2	Std	0.016232411	0.006559753	0.217635727	0.183374639	0.217635727	0.196724029	0.856722615	0.203551182	0.07784699	0.133667372	0.161119252	0.945040671	0.000507571
Fas3	Std	0.032059117	0.03238376	0.15974621	0.553899768	0.15974621	0.145798413	0.516962334	0.071205042	0.093275604	0.476626929	0.044745894	0.231819812	9.95E-05
Fcp3C	Std	0.117909509	0.037027784	0.96352617	0.033514348	0.96352617	0.053453641	0.387888011	0.014830327	0.517392043	0.815856315	0.419166364	0.596157967	0.141569789
fj	Std	0.078524182	0.081667817	0.217312381	0.928763631	0.217312381	0.10706134	0.514610637	0.485271299	0.656034618	0.946131651	0.546212855	0.600454627	0.023212096
fkh	Std	0.054511141	0.005061424	0.662405395	0.052150875	0.662405395	0.05960349	0.786818694	0.074248014	0.310808943	0.325476978	0.488622559	0.852867983	8.25E-08
fl(2)d	Std	0.055839891	0.013592936	0.52750071	0.098108524	0.52750071	0.400285609	0.302076958	0.106421215	0.043990557	0.094180418	0.100123352	0.973113762	4.52E-05
Actn	Std	0.836221871	0.523194064	0.327747069	0.162348116	0.327747069	0.30121494	0.985910973	0.358392055	0.406193167	0.690060542	0.335863959	0.624570077	8.47E-15
fliI	Std	0.047829658	0.045493057	0.210066875	0.50237458	0.210066875	0.655869242	0.819422635	0.558281746	0.064347675	0.115655239	0.141271478	0.933313467	0.000542776
flw	Std	0.432931181	0.220615204	0.959247295	0.305058715	0.959247295	0.714136561	0.818625819	0.604364228	0.486692809	0.389174369	0.780758138	0.612692139	0.270188923
FMRFa	Std	0.246212183	0.181566029	0.562951428	0.528163813	0.562951428	0.446823263	0.794963802	0.677021493	0.59101084	0.565613562	0.75559851	0.832213301	0.089143737
fog	Std	0.078377802	0.002302341	0.774628712	0.003577148	0.774628712	0.080956755	0.249352312	0.013289929	0.165865226	0.159931445	0.38540977	0.636420718	0.263254539
for	Std	0.20306866	0.047267343	0.937433702	0.095557201	0.937433702	0.596427552	0.768648818	0.474550331	0.25700919	0.139517531	0.709183192	0.331962419	0.366495104
FER	Std	0.273531154	0.045766369	0.842653865	0.059433427	0.842653865	0.342993908	0.588860912	0.199900545	0.390303605	0.282402608	0.733502291	0.531951362	2.84E-05
gd	Std	0.172158449	0.161539424	0.416159327	0.545381926	0.416159327	0.802650904	0.620832271	0.5251812	0.139701596	0.250006927	0.20058428	0.961907536	0.000142925
fs(1)K10	Std	0.213386708	0.083682627	0.767678767	0.207244584	0.767678767	0.10191072	0.819987698	0.215983632	0.922987045	0.927158217	0.946617693	0.983736387	0.083949643
png	Std	0.110104147	0.007950755	0.858103105	0.011668322	0.858103105	0.059972325	0.717215211	0.047541894	0.536543569	0.409830215	0.854913982	0.572613208	0.008909078
fs(1)Ya	Std	0.048282234	0.002737503	0.865383131	0.012698559	0.865383131	0.02567448	0.772542561	0.088092567	0.656934477	0.397761313	0.904741848	0.401754917	1.94E-05
fs(1)Yb	Std	0.029717443	0.06515809	0.082202245	0.847783874	0.082202245	0.874991196	0.632745246	0.589385639	0.020350196	0.09014579	0.031864638	0.753512013	0.089846209
tj	Std	0.154687842	0.021198711	0.946672229	0.034705393	0.946672229	0.245720752	0.745802202	0.453885649	0.60712874	0.235816377	0.698178464	0.168055177	0.011789837
dup	Std	0.083578247	0.008271435	0.886855977	0.027901653	0.886855977	0.287018539	0.784863292	0.246023054	0.20706043	0.100080578	0.677880878	0.280030139	0.000404678
ft	Std	0.068142308	0.086733778	0.167546979	0.819964128	0.167546979	0.343965877	0.537071812	0.196889428	0.079770076	0.433951109	0.056338851	0.171709162	1.38E-07
ftz-f1	Std	0.005828198	0.000647869	0.286503971	0.030640766	0.286503971	0.163886978	0.963696135	0.210854546	0.045978147	0.030590977	0.266499761	0.342620692	0.480262185
fu	Std	0.155702264	0.004155619	0.52038295	0.002543854	0.52038295	0.045040874	0.657113576	0.161143428	0.918583325	0.354070335	0.284176703	0.085088056	0.28576569
fw	Std	0.977383419	0.508453567	0.542349391	0.275455249	0.542349391	0.604486218	0.518415743	0.311885893	0.916129621	0.890114833	0.967814782	0.939994709	0.000583056
fy	Std	0.098980628	0.009066678	0.885872895	0.011718018	0.885872895	0.129820131	0.85783447	0.121067808	0.44925219	0.244757425	0.971042798	0.311078681	5.32E-05
fz	Std	0.063453548	0.017262436	0.532579176	0.112079936	0.532579176	0.143862012	0.882407356	0.244562557	0.380389816	0.335168019	0.636254545	0.668320428	0.453375645
fzy	Std	0.277597285	0.032684783	0.672231878	0.025889548	0.672231878	0.287075044	0.483935422	0.12661593	0.395398968	0.268036246	0.780754203	0.465597559	0.003075871
g	Std	0.014657128	0.002508191	0.343898474	0.058479805	0.343898474	0.114344823	0.879896296	0.2115653	0.152446216	0.121603957	0.425534059	0.505696868	0.509670745
Gal	Std	0.905725701	0.144566474	0.235299292	0.024203271	0.235299292	0.346970178	0.071081611	0.017764927	0.475934873	0.597905927	0.523362296	0.907698395	1.25E-06
bnb	Std	0.063797726	0.01700176	0.488409807	0.156306377	0.488409807	0.023759333	0.595089898	0.017811188	0.404002474	0.898134334	0.228370876	0.331901046	2.38E-07
Gapdh1	Std	0.860070193	0.546936028	0.744758267	0.418894586	0.744758267	0.097574797	0.985681855	0.148394064	0.385193082	0.285264541	0.730657605	0.518063687	8.52E-12
Gapdh2	Std	0.492255625	0.760837023	0.412773756	0.652748911	0.412773756	0.20425064	0.8805837	0.328885128	0.122521567	0.117745263	0.332200802	0.597031423	0.819930389
Gdh	In3RP	0.198887239	0.1267821	0.565048171	0.402399542	0.565048171	0.424744416	0.861883065	0.586639294	0.062962152	0.022314717	0.45374183	0.169810477	0.414108191
gdl	Std	0.152728821	0.208254094	0.277126385	0.853310686	0.277126385	0.810807449	0.819547109	0.684384747	0.159629413	0.308304428	0.196563711	0.819277607	0.274138495
Galphai	Std	0.095591363	0.012717861	0.846279514	0.04271325	0.846279514	0.068334196	0.721455421	0.195604325	0.737071568	0.475874236	0.870783887	0.447367758	0.334028309
Gbeta13F	Std	0.402100061	0.304761802	0.730281272	0.551629189	0.730281272	0.863520408	0.877725954	0.987675875	0.300906768	0.232128742	0.618176713	0.541357932	3.85E-08
DCTN1-p150	Std	0.638497349	0.115831933	0.413422116	0.039940366	0.413422116	0.874467019	0.290820022	0.290695624	0.308252535	0.155614068	0.808871985	0.302265693	0.260047625
Gld	Std	0.331391587	0.304120135	0.552524057	0.775485882	0.552524057	0.968846315	0.165367211	0.197828177	0.997228298	0.324602101	0.420296155	0.130279237	3.20E-06
Glt	Std	0.485549741	0.127928135	0.691084336	0.096241179	0.691084336	0.2474205	0.246686466	0.046852987	0.485018023	0.706857293	0.443189919	0.732551617	0.280965937
gnu	Std	0.089658282	0.065515679	0.345980191	0.424632876	0.345980191	0.559654904	0.912219892	0.681409673	0.197668009	0.200910511	0.404180644	0.696265362	0.000521743
Galphao	Std	0.336737025	0.288451736	0.607644823	0.634555302	0.607644823	0.292556956	0.856459798	0.283774615	0.139298154	0.037463716	0.741736414	0.125316408	0.000492518
Galphas	Std	0.046729481	0.004818293	0.685302642	0.033353105	0.685302642	0.06436839	0.946632734	0.122565064	0.401880816	0.298503663	0.737349105	0.542340339	0.003445391
Got1	Std	0.525811745	0.311407484	0.98289959	0.387302493	0.98289959	0.143306174	0.932892834	0.227762806	0.748731501	0.645051235	0.949900034	0.728697228	8.11E-08
Got2	Std	0.006702527	0.007493345	0.07145889	0.414241077	0.07145889	0.032224193	0.245078587	0.375987042	0.448022217	0.560965315	0.50825341	0.945337947	0.018191865
Gpdh	Std	0.014219945	0.05511409	0.032883038	0.854267775	0.032883038	0.029101657	0.457077955	0.197283144	0.480859187	0.780214204	0.153832438	0.139699777	0.004829805
grau	Std	0.840850609	0.300185088	0.458250543	0.123881508	0.458250543	0.428299246	0.168190855	0.063046239	0.589839126	0.808733797	0.519839158	0.731296405	2.57E-06
grk	Std	0.198841484	0.074655382	0.735368417	0.216965601	0.735368417	0.221632653	0.372272731	0.802199003	0.996276239	0.568549581	0.581531352	0.331342329	4.29E-08
gro	Std	0.072528871	0.006159685	0.885170028	0.022260528	0.885170028	0.089123171	0.918049258	0.163077379	0.478661586	0.265179361	0.966868255	0.349921997	0.043105024
Gs1	Std	0.906375213	0.734643874	0.88314808	0.67256841	0.88314808	0.616874255	0.850919816	0.549657672	0.94123031	0.871700153	0.96727885	0.860104256	0.00213439
Gs2	Std	0.042331183	0.002034529	0.877847533	0.009486388	0.877847533	0.172585202	0.547971047	0.089668276	0.114220724	0.067140602	0.450758505	0.339055896	0.319184772
GstD1	Std	0.659252066	0.770126669	0.667665691	0.903895062	0.667665691	0.49399744	0.502361254	0.993749222	0.207386978	0.330707495	0.2732035	0.910752825	0.698659041
h	Std	0.595165683	0.032998934	0.193570221	0.003608171	0.193570221	0.634957122	0.604968154	0.389127527	0.573218323	0.093358736	0.437162559	0.034811512	0.126132583
H	In3RP	0.055599421	0.002027609	0.954461755	0.005677116	0.954461755	0.151645477	0.993759269	0.206803592	0.289718183	0.077768417	0.960753427	0.113781398	0.107060865
hay	Std	0.13659378	0.014184443	0.940089258	0.026589989	0.940089258	0.002232418	0.359772545	0.048858647	0.307355166	0.491886862	0.324895212	0.78962066	0.803955441
hb	Std	0.002671349	0.000138711	0.322580979	0.007536214	0.322580979	0.001580329	0.326405655	0.039508554	0.635853127	0.441971151	0.995372884	0.507152072	0.135195016
her	Std	0.293168722	0.044823777	0.726773833	0.039405485	0.726773833	0.272097523	0.197119653	0.040770519	0.254644428	0.352760108	0.347725233	0.992448634	0.156467135
Hex-A	Std	0.440851753	0.696303753	0.101462387	0.079385413	0.101462387	0.736476453	0.019527658	0.020623576	0.628042647	0.956866872	0.460020401	0.551686782	1.20E-10
Hex-C	Std	0.482127553	0.237445496	0.992628589	0.31061137	0.992628589	0.746821667	0.030046065	0.096242519	0.026358321	0.134813598	0.031452111	0.512902769	3.38E-11
hfw	Std	0.644686843	0.7558768	0.657118892	0.907163998	0.657118892	0.820657462	0.807059409	0.6822329	0.654148079	0.591184075	0.843174291	0.770126644	0.008244853
His2Av	Std	0.348118686	0.105612856	0.926979904	0.137518511	0.926979904	0.25421114	0.899036778	0.378644286	0.868003155	0.622746805	0.826891559	0.537255927	2.59E-09
hook	Std	0.279975077	0.038824457	0.746062897	0.038654396	0.746062897	0.030586133	0.402803122	0.239658718	0.438470155	0.911827212	0.25052258	0.362471475	0.000229936
Hmr	Std	0.18893574	0.016528974	0.73452622	0.016543855	0.73452622	0.440477206	0.568363131	0.243772844	0.242365629	0.095029708	0.81654128	0.206870015	0.16613595
Hn	Std	0.303793079	0.047000701	0.74003595	0.044558864	0.74003595	0.564374674	0.259346052	0.140601	0.1728607	0.151384198	0.423601603	0.575677122	3.94E-06
Hrb98DE	Std	0.493323485	0.112779825	0.63382325	0.074944467	0.63382325	0.848655403	0.355774705	0.520630636	0.174045902	0.076886326	0.652461297	0.246230547	2.83E-09
Hsc70-1	Std	0.164533812	0.020046217	0.993462175	0.051969207	0.993462175	0.061670237	0.836587825	0.081312779	0.676923225	0.631043287	0.832124725	0.833026382	2.69E-10
Hsc70-2	Std	0.845722187	0.995904703	0.75213956	0.788859642	0.75213956	0.110781501	0.052483343	0.755736628	0.040827507	0.104753521	0.079291008	0.991775114	0.956539799
Hsc70-3	Std	0.852100616	0.769329689	0.989473615	0.808529915	0.989473615	0.593360312	0.924217247	0.585660727	0.936168581	0.809721511	0.913579776	0.761610805	1.37E-06
Hsc70-5	Std	0.18515856	0.102699661	0.591398958	0.336973885	0.591398958	0.995743731	0.704029813	0.74369119	0.11987545	0.101549885	0.360110847	0.524512628	2.56E-09
Hsf	Std	0.15132664	0.028425716	0.898764999	0.069909366	0.898764999	0.292760301	0.746782583	0.232810699	0.31946017	0.238498084	0.652694867	0.522625671	8.01E-05
Hsp22	Std	0.295785902	0.087292125	0.898662231	0.09411787	0.898662231	0.972191347	0.18953769	0.259860923	0.080072386	0.09610654	0.239330965	0.524370336	0.019279057
Hsp23	Std	0.392354781	0.627047846	0.318709082	0.801215137	0.318709082	0.28445436	0.376998915	0.682350865	0.046310878	0.12889096	0.069585434	0.909145475	0.001719885
Hsp26	Std	0.214405038	0.108124598	0.669461018	0.304014659	0.669461018	0.092688215	0.529257652	0.358684175	0.864013992	0.939051909	0.838887805	0.911331295	0.001123891
Hsp27	Std	0.790238266	0.431530859	0.225891624	0.084960916	0.225891624	0.827556876	0.270666527	0.250820711	0.77919386	0.568397292	0.910749112	0.552951126	0.13903676
Hsp68	In3RP	0.189994427	0.680291082	0.078885486	0.255483901	0.078885486	0.740312739	0.489397416	0.801185342	0.060636488	0.459014044	0.018468652	0.167770862	0.072088397
Hsp83	Std	0.763269203	0.572727644	0.944953875	0.583152213	0.944953875	0.080961525	0.966529407	0.138230046	0.423344828	0.231392468	0.91140597	0.344523549	0.000890672
hth	Std	0.068808301	0.006785933	0.734958429	0.048362574	0.734958429	0.029337098	0.990944558	0.068011627	0.584168956	0.573991273	0.731459751	0.874140514	1.38E-08
Ide	Std	0.940655916	0.794182761	0.889521525	0.728145765	0.889521525	0.748922025	0.854943787	0.662025367	0.874339673	0.561775414	0.747854216	0.433761367	9.58E-06
Idh	Std	0.516747739	0.37012669	0.870300474	0.522404188	0.870300474	0.014602437	0.006138094	0.77271914	0.010970803	0.110782456	0.009411886	0.355075875	0.070306351
if	Std	0.137136914	0.030244052	0.796010238	0.096373809	0.796010238	0.171537244	0.913254185	0.277028427	0.550359908	0.404490442	0.881631441	0.555702186	3.17E-06
ImpE1	Std	0.5877573	0.980017037	0.529360931	0.511248768	0.529360931	0.020391683	0.973141017	0.128513257	0.632226739	0.020660025	0.524295805	0.05738429	0.000131722
ImpE2	Std	0.767511179	0.793378969	0.793332257	0.83649403	0.793332257	0.249643634	0.810293211	0.301818832	0.872782122	0.293497399	0.616803541	0.248464469	0.1340854
ImpL1	Std	0.666179366	0.859052864	0.585945986	0.526492324	0.585945986	0.251896194	0.814638708	0.268289492	0.947244882	0.210505258	0.450436872	0.132688165	0.118914846
ImpL2	Std	0.340263288	0.088614799	0.850135985	0.096113426	0.850135985	0.998366424	0.647669778	0.689761397	0.500111512	0.088719239	0.522527923	0.042848183	0.513133792
ImpL3	Std	0.538507092	0.36636882	0.884589664	0.543094121	0.884589664	0.678844188	0.849251942	0.608159128	0.621943093	0.627030114	0.740974727	0.923712117	2.08E-05
inaD	Std	0.480109663	0.1464795	0.775607735	0.1352751	0.775607735	0.100192679	0.92050969	0.132808127	0.81160011	0.835987297	0.854543722	0.985920913	0.005476256
ix	Std	0.005017464	0.002426146	0.126124129	0.124855062	0.126124129	0.033530593	0.289270905	0.286984573	0.372700563	0.326370145	0.639153784	0.63732434	0.000378071
janA	Std	0.338063084	0.216370948	0.749341749	0.413954344	0.749341749	0.423373984	0.210359026	0.077510145	0.223194539	0.661234205	0.120388957	0.328249887	0.051971006
Jon44E	Std	0.073634022	0.192785194	0.099933175	0.791510023	0.099933175	0.326426175	0.05095845	0.44257479	0.99324656	0.744432541	0.729553598	0.561189386	0.466389175
Jra	Std	0.311540467	0.666198491	0.218484229	0.490960303	0.218484229	0.282261689	0.059435764	0.483777547	0.417752726	0.514069606	0.499518946	0.990168802	0.002437486
kar	Std	0.835521608	0.253910732	0.422549412	0.094020569	0.422549412	0.264802105	0.341322566	0.89142855	0.14428356	0.026782659	0.879568321	0.070823695	0.010230871
kay	Std	0.488160464	0.956790298	0.283270909	0.372487527	0.283270909	0.991504381	0.160708755	0.21638891	0.867002965	0.948321857	0.735669528	0.725836817	0.000677264
kel	Std	0.075617586	0.024781276	0.516918337	0.153675827	0.516918337	0.334186193	0.897905501	0.340633756	0.202144882	0.187473564	0.439468306	0.631426678	0.97476564
Khc	Std	0.127950934	0.006268089	0.754177117	0.008203337	0.754177117	0.061438934	0.647038221	0.04432626	0.509901694	0.351366481	0.884628141	0.492699786	0.002192468
kkv	Std	0.399683921	0.743325001	0.326752421	0.491311345	0.326752421	0.157026014	0.857678306	0.261103188	0.846488007	0.250188262	0.42922268	0.098480343	0.387992469
klar	Std	0.245344933	0.514726118	0.21069925	0.597466315	0.21069925	0.349023604	0.041062333	0.32119451	0.49778855	0.774208982	0.410727933	0.640257536	0.066587803
kni	Std	0.37774218	0.021852052	0.417295376	0.00874289	0.417295376	0.89192056	0.144680091	0.151405543	0.088210934	0.030665941	0.516426837	0.194609582	0.001099458
knk	Std	0.352802918	0.616355474	0.327793417	0.592035099	0.327793417	0.89811579	0.753881163	0.842704914	0.524058364	0.711538687	0.517022875	0.742619118	2.63E-07
knrl	Std	0.098169098	0.014138971	0.721728789	0.089568728	0.721728789	0.222771731	0.764526085	0.207768775	0.249917996	0.200140304	0.521416411	0.640997863	3.76E-08
kto	Std	0.042420617	0.003438868	0.743065691	0.020502051	0.743065691	0.15545458	0.441562031	0.558217836	0.473841592	0.110433614	0.657844708	0.077538385	0.014172604
kz	Std	0.667887875	0.193333904	0.535822262	0.096694502	0.535822262	0.513807933	0.419662322	0.206852455	0.606252966	0.513504418	0.849857139	0.685174955	0.066060224
l(1)1Bi	Std	0.12122387	0.528304834	0.056483658	0.262617163	0.056483658	0.808855343	0.579142514	0.490111055	0.17224149	0.384110814	0.170620741	0.663153492	0.001724681
egh	Std	0.878086371	0.996405042	0.806022756	0.833242365	0.806022756	0.789197502	0.632233259	0.516710887	0.777308995	0.792317589	0.471856871	0.39227263	1.48E-05
l(1)10Bb	Std	0.231898504	0.667291214	0.01779879	0.016356251	0.01779879	0.913966519	0.388634842	0.407586963	0.455074874	0.748336773	0.124134963	0.108154773	0.030498192
Hlc	Std	0.992762201	0.397894698	0.390358154	0.141033693	0.390358154	0.585976338	0.321463227	0.183585011	0.789202111	0.76178094	0.893095573	0.883198525	0.73409934
Grip91	Std	0.074233107	0.002877693	0.856894303	0.005403812	0.856894303	0.101988973	0.84618299	0.108006382	0.369688431	0.149204301	0.988971095	0.211870386	0.015171789
dlg1	Std	0.725137775	0.616979735	0.940121057	0.711467785	0.940121057	0.018216961	0.689860628	0.082322099	0.172897454	0.058323956	0.745797529	0.167360214	0.000530759
ifc	Std	0.443192702	0.106672457	0.707229539	0.084893713	0.707229539	0.207627907	0.472093628	0.087817277	0.665715187	0.717017209	0.730221659	0.987632523	0.949829134
eIF4A	Std	0.791144703	0.211382296	0.095993753	0.012915291	0.095993753	0.97213064	0.134431478	0.181281519	0.522994234	0.223897831	0.86085847	0.227094025	0.170931375
Arpc1	Std	0.504923489	0.09299864	0.534160977	0.046687498	0.534160977	0.632538396	0.111275567	0.330554125	0.05683794	0.033019949	0.325947714	0.295173665	0.0007448
Sos	Std	0.209101442	0.066792223	0.843029733	0.148594246	0.843029733	0.378352721	0.891170074	0.373743496	0.42401051	0.331029159	0.738659483	0.574046023	2.01E-05
Pgant35A	Std	0.713717957	0.0601704	0.176049698	0.005938788	0.176049698	0.24439158	0.709760516	0.177313611	0.881749276	0.465392226	0.328666927	0.14061624	0.031450158
l(2)35Bd	Std	0.18889476	0.025630031	0.871291919	0.034463616	0.871291919	0.318800246	0.219811219	0.056525561	0.155637214	0.204032629	0.288746338	0.852369733	0.113511246
